Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Labeled Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Protocol REF	Parameter Value[Instrument]	Parameter Value[Ion source]	Parameter Value[Mass analyzer]	MS Assay Name	Raw Spectral Data File	Protocol REF	Data Transformation Name	Protocol REF	Data Transformation Name	Derived Transformation Name	Metabolite Assignment File 
INCOV058-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV058-AC	Labelling samples	labeled_INCOV058-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV058-AC	blank	Data transformation	metabolite_identification_INCOV058-AC	metabolite identification	metabolite_identification_INCOV058-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV058-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV058-BL	Labelling samples	labeled_INCOV058-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV058-BL	blank	Data transformation	metabolite_identification_INCOV058-BL	metabolite identification	metabolite_identification_INCOV058-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV059-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV059-AC	Labelling samples	labeled_INCOV059-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV059-AC	blank	Data transformation	metabolite_identification_INCOV059-AC	metabolite identification	metabolite_identification_INCOV059-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV059-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV059-BL	Labelling samples	labeled_INCOV059-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV059-BL	blank	Data transformation	metabolite_identification_INCOV059-BL	metabolite identification	metabolite_identification_INCOV059-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV060-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV060-AC	Labelling samples	labeled_INCOV060-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV060-AC	blank	Data transformation	metabolite_identification_INCOV060-AC	metabolite identification	metabolite_identification_INCOV060-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV060-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV060-BL	Labelling samples	labeled_INCOV060-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV060-BL	blank	Data transformation	metabolite_identification_INCOV060-BL	metabolite identification	metabolite_identification_INCOV060-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV061-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV061-AC	Labelling samples	labeled_INCOV061-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV061-AC	blank	Data transformation	metabolite_identification_INCOV061-AC	metabolite identification	metabolite_identification_INCOV061-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV061-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV061-BL	Labelling samples	labeled_INCOV061-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV061-BL	blank	Data transformation	metabolite_identification_INCOV061-BL	metabolite identification	metabolite_identification_INCOV061-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV062-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV062-AC	Labelling samples	labeled_INCOV062-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV062-AC	blank	Data transformation	metabolite_identification_INCOV062-AC	metabolite identification	metabolite_identification_INCOV062-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV062-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV062-BL	Labelling samples	labeled_INCOV062-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV062-BL	blank	Data transformation	metabolite_identification_INCOV062-BL	metabolite identification	metabolite_identification_INCOV062-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV063-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV063-AC	Labelling samples	labeled_INCOV063-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV063-AC	blank	Data transformation	metabolite_identification_INCOV063-AC	metabolite identification	metabolite_identification_INCOV063-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV063-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV063-BL	Labelling samples	labeled_INCOV063-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV063-BL	blank	Data transformation	metabolite_identification_INCOV063-BL	metabolite identification	metabolite_identification_INCOV063-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV066-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV066-AC	Labelling samples	labeled_INCOV066-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV066-AC	blank	Data transformation	metabolite_identification_INCOV066-AC	metabolite identification	metabolite_identification_INCOV066-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV066-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV066-BL	Labelling samples	labeled_INCOV066-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV066-BL	blank	Data transformation	metabolite_identification_INCOV066-BL	metabolite identification	metabolite_identification_INCOV066-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV067-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV067-AC	Labelling samples	labeled_INCOV067-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV067-AC	blank	Data transformation	metabolite_identification_INCOV067-AC	metabolite identification	metabolite_identification_INCOV067-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV067-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV067-BL	Labelling samples	labeled_INCOV067-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV067-BL	blank	Data transformation	metabolite_identification_INCOV067-BL	metabolite identification	metabolite_identification_INCOV067-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV068-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV068-AC	Labelling samples	labeled_INCOV068-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV068-AC	blank	Data transformation	metabolite_identification_INCOV068-AC	metabolite identification	metabolite_identification_INCOV068-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV068-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV068-BL	Labelling samples	labeled_INCOV068-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV068-BL	blank	Data transformation	metabolite_identification_INCOV068-BL	metabolite identification	metabolite_identification_INCOV068-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV069-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV069-AC	Labelling samples	labeled_INCOV069-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV069-AC	blank	Data transformation	metabolite_identification_INCOV069-AC	metabolite identification	metabolite_identification_INCOV069-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV069-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV069-BL	Labelling samples	labeled_INCOV069-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV069-BL	blank	Data transformation	metabolite_identification_INCOV069-BL	metabolite identification	metabolite_identification_INCOV069-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV070-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV070-AC	Labelling samples	labeled_INCOV070-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV070-AC	blank	Data transformation	metabolite_identification_INCOV070-AC	metabolite identification	metabolite_identification_INCOV070-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV070-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV070-BL	Labelling samples	labeled_INCOV070-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV070-BL	blank	Data transformation	metabolite_identification_INCOV070-BL	metabolite identification	metabolite_identification_INCOV070-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV071-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV071-AC	Labelling samples	labeled_INCOV071-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV071-AC	blank	Data transformation	metabolite_identification_INCOV071-AC	metabolite identification	metabolite_identification_INCOV071-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV071-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV071-BL	Labelling samples	labeled_INCOV071-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV071-BL	blank	Data transformation	metabolite_identification_INCOV071-BL	metabolite identification	metabolite_identification_INCOV071-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV072-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV072-AC	Labelling samples	labeled_INCOV072-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV072-AC	blank	Data transformation	metabolite_identification_INCOV072-AC	metabolite identification	metabolite_identification_INCOV072-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV072-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV072-BL	Labelling samples	labeled_INCOV072-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV072-BL	blank	Data transformation	metabolite_identification_INCOV072-BL	metabolite identification	metabolite_identification_INCOV072-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV073-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV073-AC	Labelling samples	labeled_INCOV073-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV073-AC	blank	Data transformation	metabolite_identification_INCOV073-AC	metabolite identification	metabolite_identification_INCOV073-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV073-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV073-BL	Labelling samples	labeled_INCOV073-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV073-BL	blank	Data transformation	metabolite_identification_INCOV073-BL	metabolite identification	metabolite_identification_INCOV073-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV074-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV074-AC	Labelling samples	labeled_INCOV074-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV074-AC	blank	Data transformation	metabolite_identification_INCOV074-AC	metabolite identification	metabolite_identification_INCOV074-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV074-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV074-BL	Labelling samples	labeled_INCOV074-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV074-BL	blank	Data transformation	metabolite_identification_INCOV074-BL	metabolite identification	metabolite_identification_INCOV074-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV075-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV075-AC	Labelling samples	labeled_INCOV075-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV075-AC	blank	Data transformation	metabolite_identification_INCOV075-AC	metabolite identification	metabolite_identification_INCOV075-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
